Reportable name	Marker	Laboratory	Cell Subtype
45+3+4+45RA-FOXP3highCD152+ ABS	CD152	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highCD152+ #Events	CD152	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highCD278+ (%CD4)	CD278	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
4+45RA-FOXP3hi_CD278 PerCPeFluor710 MFI	CD278	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highCD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highCD278+ #Events	CD278	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highKi67+ (%CD4)	Ki67	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3high_Ki67 BV480 MFI	Ki67	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highKi67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highKi67+ #Events	Ki67	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highCD223+ (%CD4)	CD223	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3high_CD223 Alexa647 MFI	CD223	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highCD223+ ABS	CD223	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highCD223+ #Events	CD223	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highCD134+ (%CD4)	CD134	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3high_CD134 BV605 MFI	CD134	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highCD134+ ABS	CD134	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highCD134+ #Events	CD134	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highCD279+ (%CD4)	CD279	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3high_CD279 BV650 MFI	CD279	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highCD279+ ABS	CD279	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highCD279+ #Events	CD279	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highTIGIT+ (%CD4)	TIGIT	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3high_TIGIT BV421 MFI	TIGIT	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highTIGIT+ ABS	TIGIT	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highTIGIT+ #Events	TIGIT	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highCD366+ (%CD4)	CD366	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3high_CD366 BV786 MFI	CD366	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highCD366+ ABS	CD366	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highCD366+ #Events	CD366	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highCD154+ (%CD4)	CD154	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3high_CD154 BV750 MFI	CD154	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highCD154+ ABS	CD154	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highCD154+ #Events	CD154	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highHLA-DR+ (%CD4)	HLA-DR	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3high_HLA-DR BUV661 MFI	HLA-DR	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highHLA-DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+4+45RA-FOXP3highHLA-DR+ #Events	HLA-DR	Laboratory 1	Lymphocyte T, CD4-positive FOXP3-positive, effector regulatory
45+3+8+FOXP3+ (%CD8)	FOXP3	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, regulatory
45+3+8+_FOXP3 PE MFI	FOXP3	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, regulatory
45+3+8+FOXP3+ ABS	FOXP3	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, regulatory
45+3+8+FOXP3+ #Events	FOXP3	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, regulatory
45+3+8+45RA+FOXP3intCD137+ (%CD8)	CD137	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3int_CD137 BV711 MFI	CD137	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD137+ ABS	CD137	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD137+ #Events	CD137	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD28+ (%CD8)	CD28	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3int_CD28 BUV563 MFI	CD28	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD28+ ABS	CD28	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD28+ #Events	CD28	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD57+ (%CD8)	CD57	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
3+8+45RA+FOXP3int_CD57 PacificBlue MFI	CD57	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD57+ ABS	CD57	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD57+ #Events	CD57	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD95+ (%CD8)	CD95	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3int_CD95 BUV737 MFI	CD95	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD95+ ABS	CD95	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD95+ #Events	CD95	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD152+ (%CD8)	CD152	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
3+8+45RA+FOXP3int_CD152 PEDazzle594 MFI	CD152	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD152+ ABS	CD152	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD152+ #Events	CD152	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD278+ (%CD8)	CD278	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
8+45RA+FOXP3int_CD278 PerCPeFluor710 MFI	CD278	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD278+ #Events	CD278	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intKi67+ (%CD8)	Ki67	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3int_Ki67 BV480 MFI	Ki67	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intKi67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intKi67+ #Events	Ki67	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD223+ (%CD8)	CD223	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3int_CD223 Alexa647 MFI	CD223	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD223+ ABS	CD223	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD223+ #Events	CD223	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD134+ (%CD8)	CD134	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3int_CD134 BV605 MFI	CD134	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD134+ ABS	CD134	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD134+ #Events	CD134	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD279+ (%CD8)	CD279	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3int_CD279 BV650 MFI	CD279	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD279+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD279+ #Events	CD279	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intTIGIT+ (%CD8)	TIGIT	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3int_TIGIT BV421 MFI	TIGIT	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intTIGIT+ ABS	TIGIT	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intTIGIT+ #Events	TIGIT	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD366+ (%CD8)	CD366	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3int_CD366 BV786 MFI	CD366	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD366+ ABS	CD366	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD366+ #Events	CD366	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD154+ (%CD8)	CD154	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3int_CD154 BV750 MFI	CD154	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD154+ ABS	CD154	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intCD154+ #Events	CD154	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intHLA-DR+ (%CD8)	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3int_HLA-DR BUV661 MFI	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intHLA-DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA+FOXP3intHLA-DR+ #Events	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, resting regulatory
45+3+8+45RA-FOXP3intCD137+ (%CD8)	CD137	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3int_CD137 BV711 MFI	CD137	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD137+ ABS	CD137	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD137+ #Events	CD137	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD28+ (%CD8)	CD28	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3int_CD28 BUV563 MFI	CD28	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD28+ ABS	CD28	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD28+ #Events	CD28	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD57+ (%CD8)	CD57	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
3+8+45RA-FOXP3int_CD57 PacificBlue MFI	CD57	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD57+ ABS	CD57	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD57+ #Events	CD57	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD95+ (%CD8)	CD95	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3int_CD95 BUV737 MFI	CD95	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD95+ ABS	CD95	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD95+ #Events	CD95	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD152+ (%CD8)	CD152	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
3+8+45RA-FOXP3int_CD152 PEDazzle594 MFI	CD152	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD152+ ABS	CD152	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD152+ #Events	CD152	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD278+ (%CD8)	CD278	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
8+45RA-FOXP3int_CD278 PerCPeFluor710 MFI	CD278	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD278+ #Events	CD278	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intKi67+ (%CD8)	Ki67	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3int_Ki67 BV480 MFI	Ki67	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intKi67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intKi67+ #Events	Ki67	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD223+ (%CD8)	CD223	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3int_CD223 Alexa647 MFI	CD223	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD223+ ABS	CD223	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD223+ #Events	CD223	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD134+ (%CD8)	CD134	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3int_CD134 BV605 MFI	CD134	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD134+ ABS	CD134	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD134+ #Events	CD134	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD279+ (%CD8)	CD279	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3int_CD279 BV650 MFI	CD279	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD279+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD279+ #Events	CD279	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intTIGIT+ (%CD8)	TIGIT	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3int_TIGIT BV421 MFI	TIGIT	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intTIGIT+ ABS	TIGIT	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intTIGIT+ #Events	TIGIT	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD366+ (%CD8)	CD366	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3int_CD366 BV786 MFI	CD366	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD366+ ABS	CD366	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD366+ #Events	CD366	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD154+ (%CD8)	CD154	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3int_CD154 BV750 MFI	CD152	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD154+ ABS	CD154	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intCD154+ #Events	CD154	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intHLA-DR+ (%CD8)	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3int_HLA-DR BUV661 MFI	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intHLA-DR+ ABS	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3intHLA-DR+ #Events	HLA-DR	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD137+ (%CD8)	CD137	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3high_CD137 BV711 MFI	CD137	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD137+ ABS	CD137	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD137+ #Events	CD137	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD28+ (%CD8)	CD28	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3high_CD28 BUV563 MFI	CD28	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD28+ ABS	CD28	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD28+ #Events	CD28	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD57+ (%CD8)	CD57	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
3+8+45RA-FOXP3high_CD57 PacificBlue MFI	CD57	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD57+ ABS	CD57	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD57+ #Events	CD57	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD95+ (%CD8)	CD95	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3high_CD95 BUV737 MFI	CD95	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD95+ ABS	CD95	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD95+ #Events	CD95	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD152+ (%CD8)	CD152	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
3+8+45RA-FOXP3high_CD152 PEDazzle594 MFI	CD152	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD152+ ABS	CD152	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD152+ #Events	CD152	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD278+ (%CD8)	CD278	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
8+45RA-FOXP3hi_CD278 PerCPeFluor710 MFI	CD278	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD278+ ABS	CD278	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD278+ #Events	CD278	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highKi67+ (%CD8)	Ki67	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3high_Ki67 BV480 MFI	Ki67	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highKi67+ ABS	Ki67	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highKi67+ #Events	Ki67	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD223+ (%CD8)	CD223	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3high_CD223 Alexa647 MFI	CD223	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD223+ ABS	CD223	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD223+ #Events	CD223	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD134+ (%CD8)	CD134	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3high_CD134 BV605 MFI	CD134	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD134+ ABS	CD134	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD134+ #Events	CD134	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD279+ (%CD8)	CD279	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3high_CD279 BV650 MFI	CD279	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD279+ ABS	CD279	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highCD279+ #Events	CD279	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highTIGIT+ (%CD8)	TIGIT	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3high_TIGIT BV421 MFI	TIGIT	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highTIGIT+ ABS	TIGIT	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
45+3+8+45RA-FOXP3highTIGIT+ #Events	TIGIT	Laboratory 1	Lymphocyte T, CD8-positive FOXP3-positive, effector regulatory
